gid	variance	mutual_info	anova_f	anova_p	fwe_alpha_5e2	fdr_alpha_5e2	fpr_alpha_5e2
ENSG00000142611	0.045611126419697355	0.0013299006877511843	0.10193623928629683	0.9030980285851038	False	False	False
ENSG00000157911	0.047700604116240684	0.011105248976435167	0.13143123188862105	0.8768571602192554	False	False	False
ENSG00000142655	0.04291144681955984	0.017491147463055245	0.32729307639698	0.7209620883874954	False	False	False
ENSG00000149527	0.04764161534829767	0.008328055747853114	0.11671828515379784	0.8898499148024619	False	False	False
ENSG00000171621	0.04253616455072998	0.018696559117123313	0.24388014201986477	0.7836356580590291	False	False	False
ENSG00000142583	0.04366983458934047	0.0174113155417297	0.18805315299238898	0.8286046878561879	False	False	False
ENSG00000173614	0.04196716331093974	0.017177536819583672	0.2566262912007069	0.7737164373309486	False	False	False
ENSG00000204624	0.04189464656541648	0.01059657897405275	0.22612266900935635	0.797667604786658	False	False	False
ENSG00000142606	0.047554057078071275	0.008343400619112984	0.10711154781747784	0.8984374196772138	False	False	False
ENSG00000171729	0.041875843434632576	0.013698097148271637	0.09725211148653735	0.9073371951049961	False	False	False
ENSG00000157916	0.047700604116240684	0.011105248976435167	0.13143123188862105	0.8768571602192554	False	False	False
ENSG00000157881	0.04764161534829767	0.008328055747853114	0.11671828515379784	0.8898499148024619	False	False	False
ENSG00000048707	0.041746903628302925	0.008383998606754428	0.07958488450843522	0.923506418535855	False	False	False
ENSG00000162444	0.04196716331093974	0.017177536819583672	0.2566262912007069	0.7737164373309486	False	False	False
ENSG00000180758	0.04366983458934047	0.0174113155417297	0.18805315299238898	0.8286046878561879	False	False	False
ENSG00000184677	0.040577708857237195	0.015127786941674382	0.23403617785103617	0.791383511050715	False	False	False
ENSG00000131697	0.04326555567273588	0.009983654360444572	0.03366906252782491	0.966892705261513	False	False	False
ENSG00000197921	0.04764161534829767	0.008328055747853114	0.11671828515379784	0.8898499148024619	False	False	False
ENSG00000204138	0.04466607206160666	0.026243791519432458	0.1035467019119441	0.9016451399289851	False	False	False
ENSG00000090020	0.044358871183280905	0.01514136816721745	0.16256619681136542	0.8499859064653752	False	False	False
ENSG00000158006	0.04341145402054537	0.01823619871738935	0.08590411347410547	0.9176900846816165	False	False	False
ENSG00000196581	0.04655425071631474	0.007773400210530967	0.06039869265496736	0.9413931220626665	False	False	False
ENSG00000169403	0.043134591485233506	0.02593638490973471	0.08116133707773396	0.9220519727439888	False	False	False
ENSG00000171612	0.04267644104477952	0.019172914834206134	0.18115380437401873	0.8343388197526483	False	False	False
ENSG00000188910	0.04302483955681623	0.034456400842403756	0.07410979284875047	0.9285756605510277	False	False	False
ENSG00000158161	0.04347889927956289	0.029056102737616163	0.11745257351393633	0.8891969257352276	False	False	False
ENSG00000189337	0.04206655316399981	0.008286713072478191	0.09630126914424848	0.9082001459369764	False	False	False
ENSG00000028137	0.041746903628302925	0.008383998606754428	0.07958488450843522	0.923506418535855	False	False	False
ENSG00000130939	0.04180047822574056	0.017177536819583672	0.25662629120070735	0.7737164373309486	False	False	False
ENSG00000127472	0.04317245368485048	0.015969849862904395	0.032858326415278534	0.9676768573323817	False	False	False
ENSG00000060656	0.044583303512394534	0.02815888811577727	0.06700784327745793	0.9351927428121012	False	False	False
ENSG00000189280	0.04302483955681623	0.034456400842403756	0.07410979284875047	0.9285756605510277	False	False	False
ENSG00000134698	0.044516368330723206	0.03645615056352014	0.08778821636687822	0.9159630380187095	False	False	False
ENSG00000273274	0.0440852915743929	0.029494430666426652	0.048449494744566404	0.952708051902956	False	False	False
ENSG00000130940	0.04111554501041569	0.013597486315264806	0.29968007493000687	0.7411325301902151	False	False	False
ENSG00000163879	0.04527899033217606	0.038879610867358805	0.09873413421772	0.9059938022637667	False	False	False
ENSG00000116954	0.04824817856730782	0.038682068685321536	0.1623928632901283	0.8501331946905937	False	False	False
ENSG00000163873	0.04383784147002371	0.03866139756106057	0.20050292840028805	0.8183572912750091	False	False	False
ENSG00000117215	0.04317245368485048	0.015969849862904395	0.032858326415278534	0.9676768573323817	False	False	False
ENSG00000044012	0.052666858176227196	0.03899280891185253	0.39866981795389766	0.6713361254648256	False	False	False
ENSG00000179051	0.040698696090368594	0.016083169452626	0.06616466506215118	0.9359814874426959	False	False	False
ENSG00000126067	0.04329531125383141	0.03416275162028004	0.052017114745046764	0.9493156025364053	False	False	False
ENSG00000274944	0.0474075258804424	0.038663194382949184	0.147889955898492	0.8625479310865514	False	False	False
ENSG00000054118	0.0447079121344992	0.040201716316567104	0.11719802053042948	0.8894232405907508	False	False	False
ENSG00000276747	0.040698696090368594	0.016083169452626	0.06616466506215118	0.9359814874426959	False	False	False
ENSG00000159339	0.040698696090368594	0.016083169452626	0.06616466506215118	0.9359814874426959	False	False	False
ENSG00000158315	0.048191475464367986	0.0386056998505524	0.16504703452505498	0.8478806429199006	False	False	False
ENSG00000186973	0.0533834860102151	0.036198546153983546	0.4009701123848743	0.6697950590868395	False	False	False
ENSG00000146463	0.04316446949487975	0.033291892820182856	0.05708128406216999	0.9445208660613211	False	False	False
ENSG00000142686	0.04422122030004396	0.03772940799157176	0.13539807116275815	0.8733867720786551	False	False	False
ENSG00000117148	0.04070620684051726	0.013863265864706653	0.07505951655533198	0.9276943414935067	False	False	False
ENSG00000117000	0.05409390268188858	0.04292524863211833	0.14885496486188513	0.8617162525940784	False	False	False
ENSG00000092853	0.043298579216305144	0.03456567018008183	0.04997264016725361	0.9512582091690269	False	False	False
ENSG00000134697	0.04527899033217606	0.038879610867358805	0.09873413421772	0.9059938022637667	False	False	False
ENSG00000187513	0.04302483955681623	0.034456400842403756	0.07410979284875047	0.9285756605510277	False	False	False
ENSG00000116151	0.047700604116240684	0.011105248976435167	0.13143123188862105	0.8768571602192554	False	False	False
ENSG00000006555	0.0654322442937899	0.013899923148051885	0.3971558268850607	0.6723523521457975	False	False	False
ENSG00000214114	0.0474075258804424	0.038663194382949184	0.147889955898492	0.8625479310865514	False	False	False
ENSG00000116544	0.04320236419674763	0.03377544910624164	0.08344693737039179	0.9199473389465619	False	False	False
ENSG00000117016	0.05330818343510642	0.04353855043881305	0.1367046506320769	0.8722467280839536	False	False	False
ENSG00000163866	0.04302483955681623	0.034456400842403756	0.07410979284875047	0.9285756605510277	False	False	False
ENSG00000162384	0.06726461485791224	0.02658846000931714	0.7091854005059172	0.4923320449855362	False	False	False
ENSG00000162391	0.06553978065839501	0.014207815588619832	0.4023169426777268	0.6688944057432993	False	False	False
ENSG00000117859	0.06878411108431205	0.027167080552078504	1.1916533007845402	0.30421911952101616	False	False	False
ENSG00000162396	0.06553978065839501	0.014207815588619832	0.4023169426777268	0.6688944057432993	False	False	False
ENSG00000162378	0.06712262376737076	0.024481640862182408	1.1295144697023927	0.3236685477285302	False	False	False
ENSG00000243725	0.06553978065839501	0.014207815588619832	0.4023169426777268	0.6688944057432993	False	False	False
ENSG00000171872	0.05336983752566312	0.03523885006744654	0.4066317767245474	0.666017152592772	False	False	False
ENSG00000162407	0.06625965050167122	0.008466215692022105	0.5455909812130377	0.5796994220048353	False	False	False
ENSG00000163877	0.04527899033217606	0.038879610867358805	0.09873413421772	0.9059938022637667	False	False	False
ENSG00000157184	0.06726461485791224	0.02658846000931714	0.7091854005059172	0.4923320449855362	False	False	False
ENSG00000198815	0.05328410939178185	0.0401862457255	0.466026152284364	0.627649058875536	False	False	False
ENSG00000134744	0.06665149754578442	0.02284233069297148	1.3576449843353058	0.2578161079463402	False	False	False
ENSG00000283039	0.05336983752566312	0.03523885006744654	0.4066317767245474	0.666017152592772	False	False	False
ENSG00000162385	0.06641980409484675	0.024720649863386734	0.7391497196056114	0.47782252546006965	False	False	False
ENSG00000123080	0.31694928863098487	0.04293002817722802	4.831573026712703	0.008191474000225482	False	True	True
ENSG00000162598	0.06770444849887207	0.0	0.4466936435205278	0.6398880399604814	False	False	False
ENSG00000162415	0.05371836670432445	0.040607176951556134	0.12621448993634837	0.8814420745254982	False	False	False
ENSG00000162600	0.06721048415565473	0.006234820415140341	0.9925060877001655	0.37107030047521194	False	False	False
ENSG00000116704	0.0709951815888955	0.008093096219372597	0.19820251434749972	0.8202411455189147	False	False	False
ENSG00000157193	0.06641980409484675	0.024720649863386734	0.7391497196056114	0.47782252546006965	False	False	False
