"genes"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"ENSG00000058262"	"SEC61A1"	-10.2299815056784	10.0957046078111	-168.00548406238	0	0	1292.36436793532
"ENSG00000058272"	"PPP1R12A"	-5.86071413112027	5.86531646140667	-80.347557790174	0	0	806.651317160317
"ENSG00000058600"	"POLR3E"	-6.39961285394811	6.42576119964675	-120.569296316433	0	0	1071.00003068723
"ENSG00000058673"	"ZC3H11A"	-8.42709360884917	8.31188925148317	-139.983776036867	0	0	1170.54742842079
"ENSG00000059573"	"ALDH18A1"	-6.88424616500049	6.84703032745228	-94.3323081926522	0	0	909.488782256052
"ENSG00000059758"	"CDK17"	-6.2772090765913	6.12378947669225	-78.0565295483729	0	0	788.424746328085
"ENSG00000060069"	"CTDP1"	-4.67971632674124	4.72851269865008	-80.0243335822937	0	0	803.955573944631
"ENSG00000060237"	"WNK1"	-6.47041792357078	6.51931365629088	-84.6551515891695	0	0	839.832451806004
"ENSG00000060339"	"CCAR1"	-6.35123741559593	6.36561571737845	-154.761109503984	0	0	1238.5607641412
"ENSG00000060491"	"OGFR"	-6.02911302890787	6.08549735017167	-84.4971724549222	0	0	838.633743679992
"ENSG00000060688"	"SNRNP40"	-4.43569507099838	4.31327139455639	-75.0638540008646	0	0	763.710116511131
"ENSG00000060971"	"ACAA1"	-5.99811947222973	6.03272564194819	-107.082862577232	0	0	992.389632098643
"ENSG00000061273"	"HDAC7"	-7.24430173315896	7.36318647282421	-91.9677567079246	0	0	893.016544697834
"ENSG00000061936"	"SFSWAP"	-5.82469593376383	5.9402332806613	-76.7651492531229	0	0	777.955685956349
"ENSG00000061987"	"MON2"	-6.84773158832656	6.91672930175549	-90.1199896431146	0	0	879.943875654292
"ENSG00000062194"	"GPBP1"	-7.60369702452667	7.53082725196779	-125.819073771356	0	0	1099.32533397583
"ENSG00000062485"	"CS"	-7.11591733081914	7.12807142401839	-122.00129177643	0	0	1078.82830430871
