"genes"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"ENSG00000099139"	"PCSK5"	-2.08199144139878	-1.35376519933167	-6.12332162594164	1.52476550653441e-09	2.16017946855655e-07	11.3755126064256
"ENSG00000196914"	"ARHGEF12"	0.639778211971083	7.56727199057683	6.11887575774228	1.56569678564432e-09	2.19012915278489e-07	10.7760973086774
"ENSG00000197077"	"KIAA1671"	-1.85579849171018	-3.08679819441039	-6.11790232403507	1.57480096083879e-09	2.19012915278489e-07	11.3095231785665
"ENSG00000198715"	"GLMP"	-0.643058977885452	5.28281513709395	-6.10540243173986	1.69640369888669e-09	2.33779851558394e-07	10.7236317520672
"ENSG00000189013"	"KIR2DL4"	-2.0858223574424	-3.42395847847467	-6.09771159173977	1.77572916044597e-09	2.42507012100905e-07	11.1885916965233
"ENSG00000145777"	"TSLP"	-1.84408173850032	-3.74138846687639	-6.07405361726109	2.04313231889073e-09	2.76534310911291e-07	11.0397317749655
"ENSG00000143995"	"MEIS1"	-2.21204159427012	-0.881072031350765	-6.070138754029	2.09101854581534e-09	2.80511063150573e-07	11.0813137632216
"ENSG00000112486"	"CCR6"	1.92036315388431	-4.82304952938739	6.04580978377791	2.41412943676313e-09	3.21015685367476e-07	10.8869881383959
"ENSG00000204616"	"TRIM31"	-1.68794204075192	-2.85326308487835	-6.04276104951412	2.45790642464372e-09	3.23994812966731e-07	10.9000561995675
"ENSG00000180071"	"ANKRD18A"	-1.93647785567499	-4.19620165653666	-6.0361253630336	2.55588417233048e-09	3.34005587658257e-07	10.8242284060753
"ENSG00000161082"	"CELF5"	-1.51897894490882	-4.38404360017505	-6.02789000681608	2.68279347904009e-09	3.47593729476655e-07	10.7734642563015
"ENSG00000164050"	"PLXNB1"	1.56243118813337	2.33061125907188	6.02348957429764	2.75310535562522e-09	3.53680712592565e-07	10.6824570110271
"ENSG00000111674"	"ENO2"	1.20206413720446	5.52425655639434	6.02189253784806	2.77906561307198e-09	3.54015593517296e-07	10.2301419906629
"ENSG00000166086"	"JAM3"	-1.11822584788491	0.860807071041215	-6.00928899654431	2.99249409371186e-09	3.7802681638815e-07	10.7180115080194
"ENSG00000079931"	"MOXD1"	1.45374915934824	5.76878840632032	5.99629570454207	3.22924781661309e-09	4.04563369025107e-07	10.0763084001825
"ENSG00000134884"	"ARGLU1"	0.616408309409447	8.03715838893612	5.98962975512948	3.35770530733949e-09	4.17208645524256e-07	10.0587494830713
"ENSG00000169925"	"BRD3"	0.432086413999404	4.35966597484216	5.97601566728128	3.6357345691634e-09	4.47705738351377e-07	10.0814515841753
"ENSG00000158636"	"EMSY"	0.37831888318734	4.80557870964832	5.97477246833083	3.66221462864112e-09	4.47705738351377e-07	10.0050979562537
"ENSG00000128645"	"HOXD1"	-2.74225050226915	-3.80208767689084	-5.9730648154901	3.69889443692034e-09	4.48572326154203e-07	10.4789973887501
"ENSG00000143502"	"SUSD4"	-2.06900193303723	-3.57892792195739	-5.96048682658514	3.98032941955935e-09	4.78871537072224e-07	10.4348094258593
"ENSG00000162851"	"TFB2M"	-0.411004278578091	4.65553264058744	-5.94044866647051	4.47235788803778e-09	5.33830497832793e-07	9.84690246192858
"ENSG00000143621"	"ILF2"	-0.367104323793932	7.16402141607188	-5.92335240551144	4.9386416754152e-09	5.84331549243746e-07	9.64293331017886
"ENSG00000108557"	"RAI1"	0.535186578027868	4.01913380163749	5.92181664828029	4.98277628559074e-09	5.84331549243746e-07	9.81218146664937
"ENSG00000121644"	"DESI2"	-0.43248473161476	5.9552434604675	-5.92083840830749	5.01108921443941e-09	5.84331549243746e-07	9.62710715263853
"ENSG00000182827"	"ACBD3"	-0.462396494097112	6.77677776817574	-5.91679404173272	5.12981828617861e-09	5.93610041222759e-07	9.59720396286874
"ENSG00000204681"	"GABBR1"	-1.97854453178401	1.06627549269254	-5.91065002055744	5.31545188266684e-09	6.10431326434444e-07	10.1749912706944
"ENSG00000197121"	"PGAP1"	-1.09148807388057	1.32953653724785	-5.90875513508791	5.37401337028591e-09	6.12516305865896e-07	10.1419259758011
"ENSG00000124557"	"BTN1A1"	1.79121765202074	-1.01042725788667	5.90506687513138	5.48980836211053e-09	6.21044813143533e-07	10.1686447191347
"ENSG00000116183"	"PAPPA2"	-1.3258336729769	-0.711565829383193	-5.90165693810088	5.59902710113938e-09	6.28708532045718e-07	10.150119241051
