"genes"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"ENSG00000197576"	"HOXA4"	-1.06877884984141	-3.02952072740215	-3.35516632876567	0.000835832817018616	0.0791184918650095	-1.30073028813239
"ENSG00000143891"	"GALM"	0.516276005863118	2.95743041832024	3.35345751170425	0.000840928286824357	0.0791184918650095	-0.728634678116355
"ENSG00000134954"	"ETS1"	0.852490411044282	3.91992091166952	3.35135019687554	0.000847251782960688	0.0791184918650095	-0.802164794364612
"ENSG00000154839"	"SKA1"	0.523175773645194	1.54497976533075	3.35097620862234	0.000848378630296117	0.0791184918650095	-0.784304983824849
"ENSG00000278599"	"TBC1D3E"	1.08217403810416	-5.46484845474517	3.35019515835942	0.000850736471666769	0.0791184918650095	-1.41758016930076
"ENSG00000067248"	"DHX29"	-0.178131551949495	5.82775436117706	-3.34679799225491	0.000861062892422852	0.0792863801114763	-0.918051263731865
"ENSG00000174371"	"EXO1"	0.558627352364921	1.60989109466383	3.3461641773371	0.000863002356249989	0.0792863801114763	-0.79197445231346
"ENSG00000174944"	"P2RY14"	0.790505842046197	-4.22759979238329	3.34113011667984	0.00087855127965904	0.0802286677611529	-1.3350691802489
"ENSG00000164615"	"CAMLG"	-0.266760204655557	5.46447419333135	-3.33778679336264	0.000889021354696491	0.0802717443650805	-0.931713750148018
"ENSG00000095002"	"MSH2"	0.42833444966756	3.58451463987854	3.33648696882148	0.000893123135206694	0.0802717443650805	-0.808351032139952
"ENSG00000136319"	"TTC5"	0.333008933861842	3.34272773928153	3.33289057595693	0.000904563851120733	0.0802717443650805	-0.80250915989858
"ENSG00000117399"	"CDC20"	0.538118563379265	1.98308479921674	3.33241502068703	0.000906086818809577	0.0802717443650805	-0.803684763290856
"ENSG00000136021"	"SCYL2"	-0.460714015668021	7.19135303535752	-3.32826601608684	0.000919475407087745	0.0802717443650805	-0.982497067716742
"ENSG00000049323"	"LTBP1"	-0.555383198721862	4.90461615723558	-3.32804063390734	0.000920207936541954	0.0802717443650805	-0.936157499263746
"ENSG00000105997"	"HOXA3"	-1.00252614286551	-2.13137593642313	-3.3269239722992	0.000923845272483955	0.0802717443650805	-1.26516167664593
"ENSG00000122787"	"AKR1D1"	-0.90007376503421	-0.937580537582524	-3.32671578590114	0.000924524879153394	0.0802717443650805	-1.15217321553857
"ENSG00000100596"	"SPTLC2"	0.274398206993574	4.4123514610509	3.32482590536274	0.000930715501371327	0.0802717443650805	-0.91502867116938
"ENSG00000167900"	"TK1"	0.485175070811871	2.72773119795382	3.32409893072922	0.000933107062585231	0.0802717443650805	-0.807278559641749
"ENSG00000162073"	"PAQR4"	0.477825851435491	2.12943518354017	3.32283716346654	0.000937271505549129	0.0802717443650805	-0.821834308034632
"ENSG00000141524"	"TMC6"	0.975364312564847	4.79881607699497	3.31935171641949	0.000948865005830241	0.080385079260138	-0.982492446219132
"ENSG00000068097"	"HEATR6"	0.259961459249888	3.32299482868929	3.31810937330027	0.000953029441832649	0.080385079260138	-0.844238790174984
"ENSG00000080986"	"NDC80"	0.497607725488929	2.50906562361655	3.31722236366612	0.000956013144766599	0.080385079260138	-0.827699813595008
"ENSG00000165480"	"SKA3"	0.566063121885583	0.724193673395027	3.31609850357391	0.000959806012671349	0.080385079260138	-0.948757565275254
"ENSG00000116199"	"FAM20B"	0.319415784999859	5.12821285518271	3.31225988418514	0.000972866383161934	0.0810312170458888	-1.00204303648896
"ENSG00000128463"	"EMC4"	-0.171377950447608	6.86828401525276	-3.30749496927524	0.000989307758069489	0.0819503623200841	-1.05178911971342
"ENSG00000198093"	"ZNF649"	0.4690741481329	1.64372189497345	3.30402191446312	0.00100145359535263	0.0825056252823399	-0.890932534783305
"ENSG00000080839"	"RBL1"	0.326449976392796	3.71584210600483	3.30002048717329	0.00101561868398613	0.0832203439488963	-0.93332074832819
"ENSG00000100297"	"MCM5"	0.293514914374679	5.59126450583716	3.29667550929721	0.0010276023134422	0.08337461031131	-1.07519572089461
"ENSG00000175416"	"CLTB"	-0.25032605778616	5.47767330111452	-3.29642602037823	0.00102850136078996	0.08337461031131	-1.05671860740875
"ENSG00000163873"	"GRIK3"	0.788044435284686	-4.99739243419218	3.28850749260646	0.00105741809296554	0.0850131454619308	-1.55166805124676
"ENSG00000134779"	"TPGS2"	0.243922180532537	4.56051262580197	3.28652275733613	0.00106478312596939	0.0850131454619308	-1.04055557187622
"ENSG00000111913"	"RIPOR2"	0.960160572140912	1.0376339956416	3.28631992726255	0.00106553846808938	0.0850131454619308	-0.968694875013856
"ENSG00000140398"	"NEIL1"	-0.436757571277766	5.22434010338344	-3.28337727289289	0.00107655298526679	0.0854422340505718	-1.08229258086348
